plot_name,series,position,n,mean,std,q02_5,q25,median,q75,q97_5
compare_entropy_n1_vs_n2_relative_curve_np,n1,0.0,129,2.206150972423978,0.3529140601101112,1.2707617458455687,2.056869355423632,2.2905859216911506,2.4456933295732592,2.7304602969604517
compare_entropy_n1_vs_n2_relative_curve_np,n1,0.00392156862745098,129,0.9141296395344491,0.3351276135782052,0.28812689559553284,0.6695454436491732,0.8983983681571003,1.1746596752544114,1.5015833298941634
compare_entropy_n1_vs_n2_relative_curve_np,n1,0.00784313725490196,129,0.7721805921734723,0.32371035536887743,0.23321067827399353,0.5175898183022251,0.7388406063902087,1.005375908135467,1.4746536556234646
compare_entropy_n1_vs_n2_relative_curve_np,n1,0.011764705882352941,129,0.6928277572776589,0.328352618551685,0.21620757316396727,0.4387888735209194,0.6352900392501953,0.899440161672927,1.4147283548216638
compare_entropy_n1_vs_n2_relative_curve_np,n1,0.01568627450980392,129,0.7040432552913855,0.3007065204452015,0.07773186550837917,0.48486294190254686,0.684166082086443,0.9012902726997215,1.370053065483389
compare_entropy_n1_vs_n2_relative_curve_np,n1,0.0196078431372549,129,0.6865962632636671,0.3183545535502375,0.16148986853417824,0.45520709539337445,0.6655497577613125,0.8870887684887664,1.4597879231378936
compare_entropy_n1_vs_n2_relative_curve_np,n1,0.023529411764705882,129,0.6731887965563672,0.29716839069118783,0.19889789643798633,0.47122406806428474,0.6366644381332789,0.8729770070736331,1.3706466087261375
compare_entropy_n1_vs_n2_relative_curve_np,n1,0.027450980392156862,129,0.6926395830049371,0.3067727265361246,0.1063758238738616,0.49500798403662477,0.6922339231912601,0.9199981831679158,1.3430235181604004
compare_entropy_n1_vs_n2_relative_curve_np,n1,0.03137254901960784,129,0.6697321498286221,0.29368131678190185,0.14790929241283826,0.46894893556936207,0.6448056016685737,0.870599914839241,1.257667038756354
compare_entropy_n1_vs_n2_relative_curve_np,n1,0.03529411764705882,129,0.6711292250224029,0.2821564115324961,0.18291423839273135,0.46935781097435936,0.6788165585307017,0.8413411127422219,1.2787146067923512
compare_entropy_n1_vs_n2_relative_curve_np,n1,0.0392156862745098,129,0.6625972435691121,0.28458474423058566,0.20461294027707247,0.463627986455192,0.6819894312254248,0.8407289281285923,1.3461560099250967
compare_entropy_n1_vs_n2_relative_curve_np,n1,0.043137254901960784,129,0.6862434543543781,0.30486932402559436,0.11517972654241883,0.456543675664384,0.667406622244917,0.852872393522542,1.380233440737083
compare_entropy_n1_vs_n2_relative_curve_np,n1,0.047058823529411764,129,0.6692201595617786,0.30309999923836106,0.17600588927934957,0.4295637341373362,0.669002751245925,0.8682911923500957,1.3413777210177826
compare_entropy_n1_vs_n2_relative_curve_np,n1,0.050980392156862744,129,0.675300118831899,0.32776481248686046,0.09817848680129858,0.4394459562993436,0.6592328747666696,0.8797052286615026,1.4826516794106017
compare_entropy_n1_vs_n2_relative_curve_np,n1,0.054901960784313725,129,0.6769663275963059,0.2930418508349585,0.1552673929163713,0.4753280613686986,0.6498421372078783,0.915179808572999,1.279069407311157
compare_entropy_n1_vs_n2_relative_curve_np,n1,0.058823529411764705,129,0.6657551786125472,0.3193127668038732,0.09127203750339045,0.4311630311475883,0.6174626073093327,0.9365478501319162,1.3390719233096418
compare_entropy_n1_vs_n2_relative_curve_np,n1,0.06274509803921569,129,0.6574702539028375,0.31182830332148104,0.12207626615662906,0.437302155458849,0.6405303751055772,0.8547925967341223,1.2663112377864039
